Year,Country,Attribute,Sector (NACE rev. 2),Unit,Value
2009,Italy,Value added at factor cost,Agriculture,Million euros,25580.4
2009,Italy,Value added at factor cost,Beverage,Million euros,2701.4
2009,Italy,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,775.2791881
2009,Italy,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,5168.697957
2009,Italy,Value added at factor cost,Bio-based electricity,Million euros,241.0046942
2009,Italy,Value added at factor cost,Bio-based pharmaceuticals,Million euros,4144.646566
2009,Italy,Value added at factor cost,Bio-based textile,Million euros,2450.319323
2009,Italy,Value added at factor cost,Bio-based textiles,Million euros,7997.977659
2009,Italy,Value added at factor cost,Bio-based wearing apparel,Million euros,3072.919148
2009,Italy,Value added at factor cost,Biodiesel,Million euros,71.42512889
2009,Italy,Value added at factor cost,Bioeconomy,Million euros,72854.17662
2009,Italy,Value added at factor cost,Bioethanol,Million euros,-3.536646476
2009,Italy,Value added at factor cost,Fishing and Aquaculture,Million euros,1361.5
2009,Italy,Value added at factor cost,Food,Million euros,17761.8
2009,Italy,Value added at factor cost,"Food, beverage and tobacco",Million euros,20736.9
2009,Italy,Value added at factor cost,Forestry,Million euros,1491.9
2009,Italy,Value added at factor cost,Leather,Million euros,2474.739188
2009,Italy,Value added at factor cost,Liquid biofuels,Million euros,67.88848241
2009,Italy,Value added at factor cost,Paper,Million euros,3568.203602
2009,Italy,Value added at factor cost,Rubber and bio-based plastics,Million euros,248.7722026
2009,Italy,Value added at factor cost,Tobacco,Million euros,273.7
2009,Italy,Value added at factor cost,Wood products,Million euros,4040.088341
2009,Italy,Value added at factor cost,Wood products and furniture,Million euros,6639.704229
2009,Italy,Value added at factor cost,Wooden furniture,Million euros,2599.615888
2009,Latvia,Apparent labour productivity,Agriculture,1000 EUR per person,4.685514612
2009,Latvia,Apparent labour productivity,Beverage,1000 EUR per person,21.11111111
2009,Latvia,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,15.87755102
2009,Latvia,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,27.49069845
2009,Latvia,Apparent labour productivity,Bio-based electricity,1000 EUR per person,111.2119594
2009,Latvia,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,48.42946887
2009,Latvia,Apparent labour productivity,Bio-based textile,1000 EUR per person,9.059097978
2009,Latvia,Apparent labour productivity,Bio-based textiles,1000 EUR per person,5.869684195
2009,Latvia,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,4.907407407
2009,Latvia,Apparent labour productivity,Bioeconomy,1000 EUR per person,9.558619443
2009,Latvia,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,33.36065574
2009,Latvia,Apparent labour productivity,Food,1000 EUR per person,11.16287095
2009,Latvia,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,12.05281744
2009,Latvia,Apparent labour productivity,Forestry,1000 EUR per person,22.33552632
2009,Latvia,Apparent labour productivity,Leather,1000 EUR per person,4.50928382
2009,Latvia,Apparent labour productivity,Paper,1000 EUR per person,17.39130435
2009,Latvia,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,10.59923796
2009,Latvia,Apparent labour productivity,Tobacco,1000 EUR per person,0.387596899
2009,Latvia,Apparent labour productivity,Wood products,1000 EUR per person,11.59397956
2009,Latvia,Apparent labour productivity,Wood products and furniture,1000 EUR per person,10.78435938
2009,Latvia,Apparent labour productivity,Wooden furniture,1000 EUR per person,7.184258694
2009,Latvia,Location Quotient,Agriculture,Ratio,1.18869124
2009,Latvia,Location Quotient,Beverage,Ratio,1.325203759
2009,Latvia,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,2.728841525
2009,Latvia,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,1.076861186
2009,Latvia,Location Quotient,Bio-based electricity,Ratio,0.229233038
2009,Latvia,Location Quotient,Bio-based pharmaceuticals,Ratio,0.628697296
2009,Latvia,Location Quotient,Bio-based textile,Ratio,1.026669141
2009,Latvia,Location Quotient,Bio-based textiles,Ratio,1.167419972
2009,Latvia,Location Quotient,Bio-based wearing apparel,Ratio,1.708476371
2009,Latvia,Location Quotient,Biodiesel,Ratio,0
2009,Latvia,Location Quotient,Bioeconomy,Ratio,1.459250557
2009,Latvia,Location Quotient,Bioethanol,Ratio,0
2009,Latvia,Location Quotient,Fishing and Aquaculture,Ratio,1.425247809
2009,Latvia,Location Quotient,Food,Ratio,1.311717755
2009,Latvia,Location Quotient,"Food, beverage and tobacco",Ratio,1.312705045
2009,Latvia,Location Quotient,Forestry,Ratio,5.007793994
2009,Latvia,Location Quotient,Leather,Ratio,0.171473251
2009,Latvia,Location Quotient,Liquid biofuels,Ratio,0
2009,Latvia,Location Quotient,Paper,Ratio,0.488346385
2009,Latvia,Location Quotient,Rubber and bio-based plastics,Ratio,0.148257397
2009,Latvia,Location Quotient,Tobacco,Ratio,1.277227679
2009,Latvia,Location Quotient,Wood products,Ratio,4.10379404
2009,Latvia,Location Quotient,Wood products and furniture,Ratio,3.446665697
2009,Latvia,Location Quotient,Wooden furniture,Ratio,2.013204656
2009,Latvia,Number of persons employed,Agriculture,Number of people employed,62960
2009,Latvia,Number of persons employed,Beverage,Number of people employed,2610
2009,Latvia,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,1220.755337
2009,Latvia,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,1965.549993
2009,Latvia,Number of persons employed,Bio-based electricity,Number of people employed,16.10459011
2009,Latvia,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,707.3041999
2009,Latvia,Number of persons employed,Bio-based textile,Number of people employed,1249.41611
2009,Latvia,Number of persons employed,Bio-based textiles,Number of people employed,5315.133353
2009,Latvia,Number of persons employed,Bio-based wearing apparel,Number of people employed,3883.463196
2009,Latvia,Number of persons employed,Biodiesel,Number of people employed,0
2009,Latvia,Number of persons employed,Bioeconomy,Number of people employed,134830.822
2009,Latvia,Number of persons employed,Bioethanol,Number of people employed,0
2009,Latvia,Number of persons employed,Fishing and Aquaculture,Number of people employed,1220
2009,Latvia,Number of persons employed,Food,Number of people employed,23184
2009,Latvia,Number of persons employed,"Food, beverage and tobacco",Number of people employed,26052
2009,Latvia,Number of persons employed,Forestry,Number of people employed,12160
2009,Latvia,Number of persons employed,Leather,Number of people employed,182.2540473
2009,Latvia,Number of persons employed,Liquid biofuels,Number of people employed,0
2009,Latvia,Number of persons employed,Paper,Number of people employed,1412.493426
2009,Latvia,Number of persons employed,Rubber and bio-based plastics,Number of people employed,37.49045585
2009,Latvia,Number of persons employed,Tobacco,Number of people employed,258
2009,Latvia,Number of persons employed,Total sectors,Number of people employed,908500
2009,Latvia,Number of persons employed,Wood products,Number of people employed,19372.8216
2009,Latvia,Number of persons employed,Wood products and furniture,Number of people employed,23729.54064
2009,Latvia,Number of persons employed,Wooden furniture,Number of people employed,4356.719038
2009,Latvia,Turnover,Agriculture,Million euros,964
2009,Latvia,Turnover,Beverage,Million euros,313.7
2009,Latvia,Turnover,Bio-based chemicals (excluding biofuels),Million euros,73.99272144
2009,Latvia,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,166.9196573
2009,Latvia,Turnover,Bio-based electricity,Million euros,9.09096803
2009,Latvia,Turnover,Bio-based pharmaceuticals,Million euros,91.16993599
2009,Latvia,Turnover,Bio-based textile,Million euros,31.67260123
2009,Latvia,Turnover,Bio-based textiles,Million euros,80.72808127
2009,Latvia,Turnover,Bio-based wearing apparel,Million euros,47.0250636
2009,Latvia,Turnover,Biodiesel,Million euros,0
2009,Latvia,Turnover,Bioeconomy,Million euros,4534.83677
2009,Latvia,Turnover,Bioethanol,Million euros,0
2009,Latvia,Turnover,Fishing and Aquaculture,Million euros,63.1
2009,Latvia,Turnover,Food,Million euros,1199
2009,Latvia,Turnover,"Food, beverage and tobacco",Million euros,1512.9
2009,Latvia,Turnover,Forestry,Million euros,582.3
2009,Latvia,Turnover,Leather,Million euros,2.030416442
2009,Latvia,Turnover,Liquid biofuels,Million euros,0
2009,Latvia,Turnover,Paper,Million euros,77.7564754
2009,Latvia,Turnover,Rubber and bio-based plastics,Million euros,1.756999888
2009,Latvia,Turnover,Tobacco,Million euros,0.2
2009,Latvia,Turnover,Wood products,Million euros,968.1932572
2009,Latvia,Turnover,Wood products and furniture,Million euros,1078.041588
2009,Latvia,Turnover,Wooden furniture,Million euros,109.8483308
2009,Latvia,Value added at factor cost,Agriculture,Million euros,295
2009,Latvia,Value added at factor cost,Beverage,Million euros,55.1
2009,Latvia,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,19.38260515
2009,Latvia,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,54.03434214
2009,Latvia,Value added at factor cost,Bio-based electricity,Million euros,1.791023022
2009,Latvia,Value added at factor cost,Bio-based pharmaceuticals,Million euros,34.25436673
2009,Latvia,Value added at factor cost,Bio-based textile,Million euros,11.31858295
2009,Latvia,Value added at factor cost,Bio-based textiles,Million euros,31.19815424
2009,Latvia,Value added at factor cost,Bio-based wearing apparel,Million euros,19.05773606
2009,Latvia,Value added at factor cost,Biodiesel,Million euros,0
2009,Latvia,Value added at factor cost,Bioeconomy,Million euros,1288.796517
2009,Latvia,Value added at factor cost,Bioethanol,Million euros,0
2009,Latvia,Value added at factor cost,Fishing and Aquaculture,Million euros,40.7
2009,Latvia,Value added at factor cost,Food,Million euros,258.8
2009,Latvia,Value added at factor cost,"Food, beverage and tobacco",Million euros,314
2009,Latvia,Value added at factor cost,Forestry,Million euros,271.6
2009,Latvia,Value added at factor cost,Leather,Million euros,0.821835226
2009,Latvia,Value added at factor cost,Liquid biofuels,Million euros,0
2009,Latvia,Value added at factor cost,Paper,Million euros,24.56510306
2009,Latvia,Value added at factor cost,Rubber and bio-based plastics,Million euros,0.397370263
2009,Latvia,Value added at factor cost,Tobacco,Million euros,0.1
2009,Latvia,Value added at factor cost,Wood products,Million euros,224.6080976
2009,Latvia,Value added at factor cost,Wood products and furniture,Million euros,255.9078942
2009,Latvia,Value added at factor cost,Wooden furniture,Million euros,31.29979663
2009,Lithuania,Apparent labour productivity,Agriculture,1000 EUR per person,5.323693413
2009,Lithuania,Apparent labour productivity,Beverage,1000 EUR per person,28.93126177
2009,Lithuania,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,4.992319356
2009,Lithuania,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,20.0237835
2009,Lithuania,Apparent labour productivity,Bio-based electricity,1000 EUR per person,21.09181141
2009,Lithuania,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,35.86956522
2009,Lithuania,Apparent labour productivity,Bio-based textile,1000 EUR per person,9.155021549
2009,Lithuania,Apparent labour productivity,Bio-based textiles,1000 EUR per person,6.466027973
2009,Lithuania,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,5.346203824
2009,Lithuania,Apparent labour productivity,Biodiesel,1000 EUR per person,47.61904762
2009,Lithuania,Apparent labour productivity,Bioeconomy,1000 EUR per person,8.30724015
2009,Lithuania,Apparent labour productivity,Bioethanol,1000 EUR per person,41.08216433
2009,Lithuania,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,8.493150685
2009,Lithuania,Apparent labour productivity,Food,1000 EUR per person,12.61860997
2009,Lithuania,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,14.17561677
2009,Lithuania,Apparent labour productivity,Forestry,1000 EUR per person,9.990049751
2009,Lithuania,Apparent labour productivity,Leather,1000 EUR per person,5.877342419
2009,Lithuania,Apparent labour productivity,Liquid biofuels,1000 EUR per person,42.99147293
2009,Lithuania,Apparent labour productivity,Paper,1000 EUR per person,18.24397265
2009,Lithuania,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,14.82075976
2009,Lithuania,Apparent labour productivity,Wood products,1000 EUR per person,8.102559206
2009,Lithuania,Apparent labour productivity,Wood products and furniture,1000 EUR per person,8.567456562
2009,Lithuania,Apparent labour productivity,Wooden furniture,1000 EUR per person,9.299205284
2009,Lithuania,Location Quotient,Agriculture,Ratio,1.377648203
2009,Lithuania,Location Quotient,Beverage,Ratio,1.487421081
